id,objeto,entidade_adj,adjudicataria,adj_nif,tipo_contrato,tipo_proc,preco,preco_efetivo,data_pub,data_contrato,cpv,distrito,ano,ajuste_direto,score_risco,nivel_risco,flags,fonte_ano,atualizado
391713,AQUISIÇÃO DE SERVIÇOS DE TRANSPORTE PARA ALUNOS COM NECESSIDADES EDUCATIVAS ESPECIAIS (NEE) PARA O ANO LETIVO 2022/2023 - AE ÁGUAS SANTAS E AE DR. VIEIRA DE CARVALHO,505387131 - Município da Maia,501048090 - ASSOCIAÇAO HUMANITARIA DOS BOMBEIROS VOLUNTARIOS DE MOREIRA DA MAIA,,Aquisição de serviços,Ajuste Direto Regime Geral,177500.0,88223.33,2022-12-23,2022-12-09,60130000-8 - Serviços de transporte rodoviário de passageiros com finalidade específica,Porto,2022,1,60.0,alto,"[""ajuste direto"", ""valor elevado (177,500€)"", ""desvio preço 50%"", ""adjudicações repetidas (11x)""]",2022,2026-04-02T01:34:51.534118
417399,"01/AD/ECO/2025 - Ajuste Direto por critérios materiais para o ""Fornecimento de Energia Elétrica (MT e BTE)"".","504871650 - Ecolezíria - Empresa Intermunicipal para o Tratamento de Resíduos Sólidos, E. I. M.","980245974 - Endesa Energia, S.A. - Sucursal Portugal",,Aquisição de bens móveis,Ajuste Direto Regime Geral,90000.0,11503.78,2025-02-06,2025-02-05,09310000-5 - Electricidade,Santarém,2025,1,60.0,alto,"[""ajuste direto"", ""valor elevado (90,000€)"", ""desvio preço 87%"", ""adjudicações repetidas (105x)""]",2025,2026-04-02T01:34:58.075539
418479,AP 2_Aquisição de serviço de Higiene e Limpeza,"501427511 - Instituto Nacional de Saúde Doutor Ricardo Jorge, I. P.","517640112 - TMLJ - FACILITY SERVICES, UNIPESSOAL LDA",,Aquisição de serviços,Ajuste Direto Regime Geral,172120.22,55019.42,2025-02-11,2025-02-07,90910000-9 - Serviços de limpeza,Porto,2025,1,60.0,alto,"[""ajuste direto"", ""valor elevado (172,120€)"", ""desvio preço 68%"", ""adjudicações repetidas (139x)""]",2025,2026-04-02T01:34:58.269996
424169,Fornecimento de Gás Natural Canalizado para o Complexo das Piscinas Municipais de Olhão,506321894 - Município de Olhão,"500697370 - PETROGAL, S.A.",,Aquisição de bens móveis,Ajuste Direto Regime Geral,90000.0,37121.78,2025-02-19,2025-02-18,09120000-6 - Combustíveis gasosos,Faro,2025,1,60.0,alto,"[""ajuste direto"", ""valor elevado (90,000€)"", ""desvio preço 59%"", ""adjudicações repetidas (513x)""]",2025,2026-04-02T01:35:00.107394
429194,RFN - MANUTENÇÃO TELEMÁTICA 1ª LINHA LOTE 1 CT5,"503933813 - Infraestruturas de Portugal, S. A.","502533447 - Efacec Engenharia e Sistemas, S.A.",,Aquisição de serviços,Ajuste Direto Regime Geral,160885.34,234809.42,2025-02-27,2025-02-25,50225000-8 - Serviços de manutenção de vias férreas,,2025,1,60.0,alto,"[""ajuste direto"", ""valor elevado (160,885€)"", ""desvio preço 46%"", ""adjudicações repetidas (27x)""]",2025,2026-04-02T01:35:01.140291
446239,Ajuste direto para aquisição de vacina polissacárida conjugada contra a doença pneumocócica de 20 valências,508094461 - Unidade Local de Saúde do Alto Alentejo E.P.E,"500162166 - LAB. PFIZER, LDA.",,Aquisição de bens móveis,Ajuste Direto Regime Geral,91200.0,59508.0,2025-04-07,2025-04-01,33600000-6 - Produtos farmacêuticos,Portalegre,2025,1,60.0,alto,"[""ajuste direto"", ""valor elevado (91,200€)"", ""desvio preço 35%"", ""adjudicações repetidas (1676x)""]",2025,2026-04-02T01:35:06.029782
455746,RRN-MANUTENÇÃO TELEMÁTICA RODO CT3,503933813 - Infraestruturas de Portugal,"501369295 - CME - Construção e Manutenção Electromecânicas, S.A.",,Aquisição de serviços,Ajuste Direto Regime Geral,113509.0,168961.0,2025-04-23,2025-04-11,50230000-6 - Serviços de reparação e manutenção e serviços conexos relacionados com estradas e outros equipamentos,,2025,1,60.0,alto,"[""ajuste direto"", ""valor elevado (113,509€)"", ""desvio preço 49%"", ""adjudicações repetidas (21x)""]",2025,2026-04-02T01:35:08.846497
468900,Ajuste direto para aquisição de T1821 - TEPOTINIB [225 MG; CÁP/COMP],"509186998 - Unidade Local de Saúde do Arco Ribeirinho, E.P.E.",500650870 - MERCK SA,,Aquisição de bens móveis,Ajuste Direto Regime Geral,204815.95,68271.98,2025-05-19,2025-03-20,33600000-6 - Produtos farmacêuticos,Setúbal,2025,1,60.0,alto,"[""ajuste direto"", ""valor elevado (204,816€)"", ""desvio preço 67%"", ""adjudicações repetidas (153x)""]",2025,2026-04-02T01:35:12.421850
475651,L. SUL E L. SINES - CANAL CAVEIRA-SINES - ACOMPANHAMENTO AOS TRABALHOS DE MODERNIZAÇÃO,"503933813 - Infraestruturas de Portugal, S. A.","514750901 - Siemens Mobility, Unipessoal Lda",,Aquisição de serviços,Ajuste Direto Regime Geral,150000.0,14578.0,2025-04-30,2025-04-22,50220000-3 - Serviços de reparação e manutenção e serviços conexos relacionados com vias férreas e outro equipamento,Setúbal,2025,1,60.0,alto,"[""ajuste direto"", ""valor elevado (150,000€)"", ""desvio preço 90%"", ""adjudicações repetidas (28x)""]",2025,2026-04-02T01:35:14.672843
483067,Ajuste direto para aquisição de C23175 - CEMIPLIMAB [50 MG/ML; 7 ML; SOL INJ; FRS],508094461 - Unidade Local de Saúde do Alto Alentejo E.P.E,"503934640 - ALLOGA LOGIFARMA, SA",,Aquisição de bens móveis,Ajuste Direto Regime Geral,255144.49,173226.04,2025-06-04,2025-04-17,33600000-6 - Produtos farmacêuticos,"Portalegre
Portugal",2025,1,60.0,alto,"[""ajuste direto"", ""valor elevado (255,144€)"", ""desvio preço 32%"", ""adjudicações repetidas (1258x)""]",2025,2026-04-02T01:35:17.014060
501526,RFN - MANUTENÇÃO TELEMÁTICA 1ª LINHA LOTE 1 CT6,"503933813 - Infraestruturas de Portugal, S. A.","502533447 - Efacec Engenharia e Sistemas, S.A.",,Aquisição de serviços,Ajuste Direto Regime Geral,159673.8,238285.08,2025-06-27,2025-06-27,50225000-8 - Serviços de manutenção de vias férreas,,2025,1,60.0,alto,"[""ajuste direto"", ""valor elevado (159,674€)"", ""desvio preço 49%"", ""adjudicações repetidas (27x)""]",2025,2026-04-02T01:35:22.576107
520537,"Contratação de Combustíveis Rodoviários através de Cartão Eletrónico de Abastecimento, designadamente Gasolina e Gasóleo",505941350 - Município de Santarém,"500697370 -  Petrogal, S.A.",,Aquisição de bens móveis,Ajuste Direto Regime Geral,89878.25,57645.6,2025-06-03,2025-06-02,"09134100-8 - Gasóleo
09132000-3 - Gasolina",,2025,1,60.0,alto,"[""ajuste direto"", ""valor elevado (89,878€)"", ""desvio preço 36%"", ""adjudicações repetidas (577x)""]",2025,2026-04-02T01:35:28.812042
586595,RFN - MANUTENÇÃO TELEMÁTICA 1ª LINHA LOTE 1 CT7,"503933813 - Infraestruturas de Portugal, S. A.","502533447 - Efacec Engenharia e Sistemas, S.A.",,Aquisição de serviços,Ajuste Direto Regime Geral,127739.04,191608.56,2025-08-28,2025-08-27,50225000-8 - Serviços de manutenção de vias férreas,Portugal Continental,2025,1,60.0,alto,"[""ajuste direto"", ""valor elevado (127,739€)"", ""desvio preço 50%"", ""adjudicações repetidas (27x)""]",2025,2026-04-02T01:35:50.966508
630428,0402-3745-2025 (Consumíveis p/ Robot de Ortopedia),"510103448 - Unidade Local de Saúde de Coimbra, EPE","504594214 - Stryker Portugal Produtos Médicos, Lda.",,Aquisição de bens móveis,Ajuste Direto Regime Geral,182613.55,118035.0,2025-11-25,2025-11-25,"33000000-0 - Equipamento médico, medicamentos e produtos para cuidados pessoais",Coimbra,2025,1,60.0,alto,"[""ajuste direto"", ""valor elevado (182,614€)"", ""desvio preço 35%"", ""adjudicações repetidas (578x)""]",2025,2026-04-02T01:36:04.009611
